Reference ID,Voting Date,Topic Number,Topic Title,Meaning of Yes,Meaning of No,Voting Subject,Proposal Title,Council Decision,Number of Yes,Number of No,Number of Abstentions,Number of excused,Number of non-participation,Percent_Yes
29097,11.06.2024,20223645,Kein ökologischer Wandel ohne Planung,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,61,132,1,3,2,0.31443298969072164
29098,11.06.2024,20223668,Klimaanpassungs-Fonds. Mehr Grün und Blau statt Grau,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,62,133,0,3,1,0.31794871794871793
29099,11.06.2024,20223669,ÖV-Mobilitätsgutscheine für tiefere Einkommen,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,61,133,1,3,1,0.3128205128205128
29101,11.06.2024,20223708,Roadmap Stromversorgungssicherheit,Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,1,130,65,0,3,1,0.6666666666666666
29103,11.06.2024,20223727,Parkgebührenbefreiung für gehbehinderte Personen (Art. 20a Abs. 1 Bst. b VRV),Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,1,125,57,9,3,5,0.6544502617801047
29104,11.06.2024,20223752,Für einen attraktiveren Halbtax-Preis,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,62,132,1,3,1,0.31794871794871793
29105,11.06.2024,20223753,"Mehr Grün und Weiss, statt Grau und Heiss",Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,-1,73,122,0,3,1,0.37435897435897436
29106,11.06.2024,20223764,"Einführung des ""right to use"". Freier Zugang zu Hard- und Software als Hebel für eine nachhaltige Nutzung elektronischer Geräte",Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,73,122,0,3,1,0.37435897435897436
29107,11.06.2024,20223766,"Förderung von Techniken aus der Verhaltensökonomik und ""nudges"" zur Senkung des Energieverbrauchs",Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,-1,64,130,1,3,1,0.3282051282051282
29110,12.06.2024,20240054,Erklärung des Nationalrates. Urteil des EGMR « Verein KlimaSeniorinnen Schweiz u.a. vs Schweiz»,Antrag der Mehrheit (Annahme der Erklärung) | * | *,Antrag der Minderheit Flach (Ablehnung der Erklärung) | * | *,* | * | *,*,1,111,72,10,2,4,0.5751295336787565
29111,12.06.2024,20230083,Aufsicht und Transparenz in den Energiegrosshandelsmärkten (BATE). Bundesgesetz,Antrag der Mehrheit | * | *,Antrag der Minderheit Vincenz | * | *,Art. 17 Abs. 1 Bst. a und b | * | *,Bundesgesetz über die Aufsicht und Transparenz in den Energiegrosshandelsmärkten (BATE),-1,80,114,0,2,3,0.41237113402061853
29112,12.06.2024,20230083,Aufsicht und Transparenz in den Energiegrosshandelsmärkten (BATE). Bundesgesetz,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,Bundesgesetz über die Aufsicht und Transparenz in den Energiegrosshandelsmärkten (BATE),1,194,0,0,2,3,1.0
29113,12.06.2024,20223770,Wolf. Ein radikaler Kurswechsel ist dringend erforderlich,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,80,114,1,1,3,0.41025641025641024
29114,12.06.2024,20223784,Eine Flugticketabgabe für die zivile Luftfahrt,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,70,122,2,1,4,0.36082474226804123
29116,12.06.2024,20223814,Feinstaub durch Fahrzeug- und Strassenabrieb. Auslegeordnung zum gesetzgeberischen Handlungsbedarf,Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,-1,75,121,0,1,2,0.3826530612244898
29117,12.06.2024,20223820,Konkrete Massnahmen gegen Mikroplastik aus Textilfasern treffen mit Branchenvereinbarungen,Annahme des Punktes 1 der Motion | * | *,Ablehnung des Punktes 1 der Motion | * | *,* | * | *,*,-1,75,121,1,1,1,0.38071065989847713
29118,12.06.2024,20223827,Gegen die Verringerung des Stellenwertes der Regionen Baden und Brugg bei der Fahrplangestaltung im Step 2035. Gegen einen Ausbau mit Abbau. Weniger Züge sind mehr,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,1,101,88,4,1,5,0.5233160621761658
29119,12.06.2024,20223843,Geothermie für die Wärmeversorgung. Potenzial prüfen und Roadmap aufzeigen!,Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,1,131,60,5,1,2,0.6683673469387755
29121,12.06.2024,20223820,Konkrete Massnahmen gegen Mikroplastik aus Textilfasern treffen mit Branchenvereinbarungen,Annahme des Punktes 2 der Motion | * | *,Ablehnung des Punktes 2 der Motion | * | *,* | * | *,*,-1,65,120,12,1,1,0.3299492385786802
29122,12.06.2024,20223820,Konkrete Massnahmen gegen Mikroplastik aus Textilfasern treffen mit Branchenvereinbarungen,Annahme des Punktes 3 der Motion | * | *,Ablehnung des Punktes 3 der Motion | * | *,* | * | *,*,-1,68,123,6,1,1,0.34517766497461927
29123,12.06.2024,20223926,Ausstandspflichten für SRG-Mitarbeiter mit öffentlichen Medienauftritten,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,66,129,1,1,2,0.336734693877551
29124,12.06.2024,20223932,Abbau von Handelshemmnissen beim Import von Gebrauchtwagen,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,1,105,89,2,1,2,0.5357142857142857
29125,12.06.2024,20223944,Höhere Versorgungssicherheit mit besser gefüllten Speicherseen,Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,-1,27,165,3,1,3,0.13846153846153847
29126,12.06.2024,20223945,Der Bund als Alleinaktionär soll der Post die Verlagerung von Tätigkeiten und Dienstleistungen ins Ausland verbieten,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,66,115,16,1,1,0.3350253807106599
29127,12.06.2024,20223948,Keine Kompromisse beim Service public. B-Post für Briefe abschaffen!,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,26,161,4,1,7,0.13612565445026178
29128,12.06.2024,20223950,Stärkung der Postaufsicht statt Zuständigkeitschaos,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,1,111,81,1,1,5,0.5751295336787565
29130,12.06.2024,20213734,Vaterschaftsurlaub auch beim Tod des ungeborenen Kindes,Antrag der Mehrheit (Annahme der geänderten Motion) | * | *,Antrag der Minderheit Glarner (Ablehnung der Motion) | * | *,21.3734 | * | *,*,1,141,47,5,1,5,0.7305699481865285
29132,12.06.2024,20234041,Sozialversicherung. Umfassende und einheitliche Rechtsgrundlage für das elektronische Verfahren schaffen (eATSG),Antrag der Mehrheit (Annahme der geänderten Motion) | * | *,Antrag der Minderheit de Courten (Annahme der ursprünglichen Motion) | * | *,21.4041 | * | *,*,1,129,66,0,1,3,0.6615384615384615
29133,12.06.2024,20234041,Sozialversicherung. Umfassende und einheitliche Rechtsgrundlage für das elektronische Verfahren schaffen (eATSG),"Antrag der Mehrheit (Annahme der geänderten Motion)
 | * | *",Antrag der Minderheit Wyss (Ablehnung der Motion) | * | *,23.4041 | * | *,*,1,133,62,0,1,3,0.6820512820512821
29135,12.06.2024,20243398,Versorgungssicherheit der Kinder- und Jugendpsychiatrie,Antrag der Mehrheit (Annahme der Motion) | * | *,Antrag der Minderheit Gutjahr (Ablehnung der Motion) | * | *,24.3398 | * | *,*,1,127,64,2,1,5,0.6580310880829016
29139,12.06.2024,20230309,Versorgungssicherheit der Kinder- und Jugendpsychiatrie,Antrag der Kommission (keine Folge geben) | * | *,Antrag der Minderheit Rumy (Folge geben) | * | *,23.309 | * | *,*,1,127,64,2,1,5,0.6580310880829016
29141,12.06.2024,20243014,Teuerungsausgleich bei Leistungserbringenden der obligatorischen Krankenpflegeversicherung,Antrag der Mehrheit und des Bundesrates (Annahme des Postulates) | * | *,Antrag der Minderheit Bircher (Ablehnung des Postulates) | * | *,24.3014 | * | *,*,1,99,88,6,1,5,0.5129533678756477
29143,12.06.2024,20224435,KVG. Schutz der Bevölkerung vor einer Prämienexplosion ohne Mehrwert,Annahme der Motion | * | *,Ablehnung der Motion | * | *,22.4435 | * | *,*,-1,64,126,2,1,6,0.3333333333333333
29145,12.06.2024,20224480,Export von ausserordentlichen IV-Renten ermöglichen und Gerechtigkeit herstellen,Annahme der Motion | * | *,Ablehnung der Motion | * | *,22.4480 | * | *,*,-1,61,130,0,1,7,0.3193717277486911
29149,12.06.2024,20224505,Datenlage zur Umsetzung der Kinderrechte verbessern,Annahme der Motion | * | *,Ablehnung der Motion | * | *,22.4505 | * | *,*,1,128,64,0,1,6,0.6666666666666666
29151,12.06.2024,20224509,Verbesserungspotenzial bei den Bemühungen gegen die unterschätzte (weibliche) Volkskrankheit Migräne,Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,22.4509 | * | *,*,-1,70,120,1,1,7,0.36649214659685864
29153,12.06.2024,20224532,"Prävention von nichtübertragbaren Krankheiten. Es ist nötig, mehr Mittel zur Verfügung zu stellen",Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,22.4532 | * | *,*,-1,62,130,0,1,6,0.3229166666666667
29157,12.06.2024,20224583,Lebensmittelverluste vermeiden durch Mindesthaltbarkeitsdatum sowie Aufklärung der Bevölkerung,Annahme der Motion | * | *,Ablehnung der Motion | * | *,22.4583 | * | *,*,1,111,77,4,1,6,0.578125
29159,12.06.2024,20220071,Strafgesetzbuch und Jugendstrafgesetz. Änderung,Antrag der Mehrheit (gemäss SR) | * | *,Antrag der Minderheit (Fehr Düsel) | * | *,Art. 25a Abs.1 Bst.b (gilt auch für den Art. 25 Abs. 3 und Art. 28 Abs. 3) | * | *,"Bundesgesetz über das Jugendstrafrecht (Jugendstrafgesetz, JStG) (Massnahmenpaket Sanktionenvollzug)",1,104,81,0,1,13,0.5621621621621622
29161,12.06.2024,20233044,Für mehr Weitsicht in der obligatorischen Krankenpflegeversicherung,Annahme der Motion | * | *,Ablehnung der Motion | * | *,23.3044 | * | *,*,-1,62,129,1,1,6,0.3229166666666667
29163,12.06.2024,20233051,"Gut sichtbare Kennzeichnung von Lebensmitteln, die Insekten und andere Kleintiere beinhalten",Annahme der Motion | * | *,Ablehnung der Motion | * | *,23.3051 | * | *,*,-1,74,106,10,1,8,0.3894736842105263
29165,12.06.2024,20233053,Reaktion auf den Mangel an Fachärztinnen und Fachärzten in einigen Randregionen der Schweiz,Annahme der Motion | * | *,Ablehnung der Motion | * | *,23.3053 | * | *,*,-1,69,115,8,1,6,0.359375
29167,12.06.2024,20233062,Informationskampagne gegen Armut aufgrund von unbezahlter Familienarbeit,Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,23.3062 | * | *,*,-1,67,118,7,1,6,0.3489583333333333
29169,12.06.2024,20233089,Wie steht es um die langfristige Finanzierung der Gesundheitskosten?,Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,23.3089 | * | *,*,-1,61,130,1,1,6,0.3177083333333333
29171,12.06.2024,20233109,Für ein Verbot von elektronischen Einwegzigaretten (Puff Bars),Annahme der Motion | * | *,Ablehnung der Motion | * | *,23.3109 | * | *,*,1,122,63,4,1,9,0.6455026455026455
29173,12.06.2024,20233135,Anpassung des BVG in Übereinstimmung mit den Schweizer Nachhaltigkeitszielen,Annahme der Motion | * | *,Ablehnung der Motion | * | *,23.3135 | * | *,*,-1,86,106,0,1,6,0.4479166666666667
29175,12.06.2024,20233178,"Qualität der Betreuung von Personen, die bei Privatversicherungen gemäss UVG versichert sind",Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,23.3178 | * | *,*,-1,60,132,0,1,6,0.3125
29177,12.06.2024,20233183,Ein gesunder Start ins Leben,Annahme der Motion | * | *,Ablehnung der Motion | * | *,23.3183 | * | *,*,-1,67,123,2,1,6,0.3489583333333333
29182,13.06.2024,20230066,Foltergütergesetz,Antrag der Mehrheit (Eintreten) | * | *,Antrag der Minderheit Bühler (Nichteintreten) | * | *,Eintreten | * | *,"Bundesgesetz über den Handel mit Foltergütern (Foltergütergesetz, FGG)",1,120,62,0,2,15,0.6593406593406593
29183,13.06.2024,20230066,Foltergütergesetz,Antrag der Mehrheit | * | *,Antrag der Minderheit Bühler | * | *,Art. 2 Abs. 1 (gilt auch für Abs. 3) | * | *,"Bundesgesetz über den Handel mit Foltergütern (Foltergütergesetz, FGG)",1,127,62,0,2,8,0.671957671957672
29184,13.06.2024,20230066,Foltergütergesetz,Antrag der Mehrheit  | * | *,Antrag der Minderheit Arslan | * | *,Art. 4 Abs. 1 und 2 | * | *,"Bundesgesetz über den Handel mit Foltergütern (Foltergütergesetz, FGG)",1,124,66,0,2,7,0.6526315789473685
29185,13.06.2024,20230066,Foltergütergesetz,Antrag der Mehrheit | * | *,Antrag der Minderheit Arslan | * | *,Art. 4 Abs. 1bis | * | *,"Bundesgesetz über den Handel mit Foltergütern (Foltergütergesetz, FGG)",1,126,65,0,2,6,0.6596858638743456
29186,13.06.2024,20230066,Foltergütergesetz,Antrag der Mehrheit | * | *,Antrag der Minderheit Bühler | * | *,Art. 6 Abs. 1 | * | *,"Bundesgesetz über den Handel mit Foltergütern (Foltergütergesetz, FGG)",1,127,64,1,2,5,0.6614583333333334
29187,13.06.2024,20230066,Foltergütergesetz,Antrag der Mehrheit | * | *,Antrag der Minderheit Brenzikofer | * | *,Art. 13 Abs. 3 | * | *,"Bundesgesetz über den Handel mit Foltergütern (Foltergütergesetz, FGG)",1,127,64,0,2,6,0.6649214659685864
29188,13.06.2024,20230066,Foltergütergesetz,Antrag der Mehrheit | * | *,Antrag der Minderheit Bühler | * | *,Art. 14 Abs. 2 Bst. d und e | * | *,"Bundesgesetz über den Handel mit Foltergütern (Foltergütergesetz, FGG)",1,128,64,0,2,5,0.6666666666666666
29189,13.06.2024,20230066,Foltergütergesetz,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,"Bundesgesetz über den Handel mit Foltergütern (Foltergütergesetz, FGG)",1,129,59,4,2,5,0.671875
29190,13.06.2024,20200406,"Unternehmerinnen und Unternehmer, welche Beiträge an die Arbeitslosenversicherung bezahlen, sollen auch gegen Arbeitslosigkeit versichert sein",Antrag der Mehrheit (Eintreten) | * | *,Antrag der Minderheit Aeschi Thomas (Nichteintreten) | * | *,Eintreten | * | *,"Bundesgesetz über die obligatorische Arbeitslosenversicherung und die Insolvenzentschädigung (Arbeitslosenversicherungsgesetz, AVIG) (Arbeitslosenversicherung für Arbeitnehmende in arbeitgeberähnlicher Stellung)",1,126,63,1,2,7,0.6631578947368421
29191,13.06.2024,20200406,"Unternehmerinnen und Unternehmer, welche Beiträge an die Arbeitslosenversicherung bezahlen, sollen auch gegen Arbeitslosigkeit versichert sein",Antrag der Mehrheit | * | *,Antrag der Minderheit I Aeschi Thomas | * | *,"Art. 8 Abs. 3 Einleitungssatz und Bst. a, abis, b sowie Abs. 4 
(gilt auch für Art. 18 Abs. 1ter und Art. 22 Abs. 2bis)
 | * | *","Bundesgesetz über die obligatorische Arbeitslosenversicherung und die Insolvenzentschädigung (Arbeitslosenversicherungsgesetz, AVIG) (Arbeitslosenversicherung für Arbeitnehmende in arbeitgeberähnlicher Stellung)",1,125,66,0,2,6,0.6544502617801047
29192,13.06.2024,20200406,"Unternehmerinnen und Unternehmer, welche Beiträge an die Arbeitslosenversicherung bezahlen, sollen auch gegen Arbeitslosigkeit versichert sein",Antrag der Mehrheit | * | *,Antrag der Minderheit II Gutjahr | * | *,"Art. 8 Abs. 3 Bst. c (gilt auch für Art. 95 Abs. 1quater)
 | * | *","Bundesgesetz über die obligatorische Arbeitslosenversicherung und die Insolvenzentschädigung (Arbeitslosenversicherungsgesetz, AVIG) (Arbeitslosenversicherung für Arbeitnehmende in arbeitgeberähnlicher Stellung)",1,102,89,0,2,6,0.5340314136125655
29193,13.06.2024,20200406,"Unternehmerinnen und Unternehmer, welche Beiträge an die Arbeitslosenversicherung bezahlen, sollen auch gegen Arbeitslosigkeit versichert sein",Antrag der Mehrheit | * | *,Antrag der Minderheit III Meyer Mattea | * | *,"Art. 18d (gilt auch für Art. 95 Abs. 1quinquies)
 | * | *","Bundesgesetz über die obligatorische Arbeitslosenversicherung und die Insolvenzentschädigung (Arbeitslosenversicherungsgesetz, AVIG) (Arbeitslosenversicherung für Arbeitnehmende in arbeitgeberähnlicher Stellung)",1,127,64,0,2,6,0.6649214659685864
29194,13.06.2024,20200406,"Unternehmerinnen und Unternehmer, welche Beiträge an die Arbeitslosenversicherung bezahlen, sollen auch gegen Arbeitslosigkeit versichert sein","Antrag Konzept der Mehrheit
 | * | *","Antrag Konzept der Minderheit  Aeschi Thomas
 | * | *","Art. 2 Abs. 2 Bst. g, h und i 
(gilt auch für Art. 8 Abs. 3 und 4, Art. 18 Abs. 1ter, Art. 22 Abs. 2bis, Art. 31 Abs. 3 Bst. b und c sowie Art. 95 Abs. 1quater) | * | *","Bundesgesetz über die obligatorische Arbeitslosenversicherung und die Insolvenzentschädigung (Arbeitslosenversicherungsgesetz, AVIG) (Arbeitslosenversicherung für Arbeitnehmende in arbeitgeberähnlicher Stellung)",1,101,90,0,2,6,0.5287958115183246
29195,13.06.2024,20200406,"Unternehmerinnen und Unternehmer, welche Beiträge an die Arbeitslosenversicherung bezahlen, sollen auch gegen Arbeitslosigkeit versichert sein",Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,"Bundesgesetz über die obligatorische Arbeitslosenversicherung und die Insolvenzentschädigung (Arbeitslosenversicherungsgesetz, AVIG) (Arbeitslosenversicherung für Arbeitnehmende in arbeitgeberähnlicher Stellung)",1,121,65,5,2,6,0.6335078534031413
29197,13.06.2024,20233866,Eine schweizerische Halbleiterstrategie (Swiss Chip Strategy),Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,1,145,50,0,2,2,0.7435897435897436
29198,13.06.2024,20233889,Ärztemangel bekämpfen. Prüfung der Einführung einer medizinischen Hochschule Schweiz,Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,-1,53,116,25,2,3,0.27319587628865977
29200,13.06.2024,20233901,Schweizer Wein in Schweizer Gaststätten!,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,31,148,13,2,5,0.16145833333333334
29201,13.06.2024,20233917,Stärkung der Bewässerung als Beitrag zur Ernährungssicherheit,Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,-1,91,96,6,2,4,0.47150259067357514
29202,13.06.2024,20233921,Steigende Energiepreise. Fehlanreize für Eigentümerinnen und Eigentümer beseitigen,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,69,126,0,2,2,0.35384615384615387
29203,13.06.2024,20233936,Laden von Elektroautos im Mietverhältnis und Stockwerkeigentum,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,1,110,82,2,2,3,0.5670103092783505
29204,13.06.2024,20233939,Pflanzliche Proteinquellen. Potenzial der Schweiz nutzen!,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,73,119,2,2,3,0.37628865979381443
29205,13.06.2024,20234078,Lehrbetriebe entlasten,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,1,127,63,5,2,2,0.6512820512820513
29206,13.06.2024,20234102,Berufsbildung. Stärkung der Berufsberatung,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,1,145,50,0,2,2,0.7435897435897436
29207,13.06.2024,20234156,Bildungsinhalte zu Pflege von Kindern und Jugendlichen sicherstellen,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,70,120,2,2,5,0.3645833333333333
29208,13.06.2024,20234162,Anpassung des Arbeitsvermittlungsgesetzes an die heutigen Realitäten,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,26,167,0,2,4,0.13471502590673576
29209,13.06.2024,20234181,"Kostenexplosion im Gesundheitswesen verhindern. Mehr Spielraum für Innovation, Unternehmertum und Digitalisierung",Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,-1,91,101,1,2,4,0.47150259067357514
29210,13.06.2024,20234233,Retten wir unsere Alphütten,Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,1,120,63,8,2,6,0.6282722513089005
29211,13.06.2024,20234238,Transparenz im Immobilienmarkt schaffen,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,71,120,2,2,4,0.36787564766839376
29212,13.06.2024,20234242,Gesetzliche Grundlagen zur Überprüfung der Mietrenditen auf die Gesetzmässigkeit durch den Preisüberwacher,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,66,128,0,2,3,0.3402061855670103
29213,13.06.2024,20234268,Standortentwicklung und internationale Beschaffung von synthetischen Energieträgern,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,1,104,90,1,2,2,0.5333333333333333
29215,13.06.2024,20234278,Kohärente Schweizer Sanktionspolitik. Rechtsgrundlage für den Umgang mit thematischen Sanktionen der EU,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,63,131,1,2,2,0.3230769230769231
29218,13.06.2024,20234297,"Lancierung neuer nationaler Forschungsschwerpunkte im Bereich Klima, Energie und Biodiversität",Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,74,119,1,2,3,0.38144329896907214
29219,13.06.2024,20234358,Keine Abstriche bei der Qualität der Tierhaltung und beim Tierwohl,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,96,97,3,2,2,0.4897959183673469
29221,13.06.2024,20234423,"Rückerstattung der Covid-19-Härtefallhilfen. Kein Einbezug rein buchhalterischer Gewinne, insbesondere solcher, die mit dem Forderungsverzicht Dritter zusammenhängen",Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,13,179,3,2,2,0.06666666666666667
29222,13.06.2024,20234468,"Einsetzung eines ""Focal Point Wirtschaft und Menschenrechte""",Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,62,128,4,2,3,0.31958762886597936
29223,13.06.2024,20234521,Arbeitslosigkeit älterer Menschen. Für eine proaktive Politik!,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,64,131,0,2,2,0.3282051282051282
29226,13.06.2024,20243055,"Erweiterung der ""Klimastrategie Landwirtschaft und Ernährung 2050""",Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,89,102,4,2,2,0.4564102564102564
29227,13.06.2024,20240023,WEF 2025-2027 in Davos. Einsatz der Armee im Assistenzdienst,Antrag der Mehrheit (keine Rückweisung) | * | *,Antrag der Minderheit Schlatter (Rückweisung) | * | *,Rückweisungsantrag | * | *,Bundesbeschluss über die Beteiligung des Bundes an der Finanzierung der Sicherheitsmassnahmen im Rahmen der Jahrestreffen des World Economic Forum 2025–2027,1,126,58,9,2,4,0.6528497409326425
29228,13.06.2024,20240023,WEF 2025-2027 in Davos. Einsatz der Armee im Assistenzdienst,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,Bundesbeschluss über den Einsatz der Armee im Assistenzdienst zur Unterstützung des Kantons Graubünden bei den Sicherheitsmassnahmen im Rahmen der Jahrestreffen des World Economic Forum 2025–2027,1,159,25,9,2,4,0.8238341968911918
29229,13.06.2024,20240023,WEF 2025-2027 in Davos. Einsatz der Armee im Assistenzdienst,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,Bundesbeschluss über die Beteiligung des Bundes an der Finanzierung der Sicherheitsmassnahmen im Rahmen der Jahrestreffen des World Economic Forum 2025–2027,1,148,36,9,2,4,0.7668393782383419
29230,13.06.2024,20243012,Fokussierung auf die verfassungsmässigen Aufgaben der Armee. Keine Teilnahme an Nato-Bündnisfallübungen!,Antrag der Mehrheit (Annahme der Motion) | * | *,Antrag der Minderheit de Quattro und des Bundesrates (Ablehnung der Motion) | * | *,* | * | *,*,1,118,69,3,2,7,0.6210526315789474
29231,13.06.2024,20243396,Weiterbetrieb des Tiger F-5,Antrag der Mehrheit und des Bundesrates (Annahme des Postulates) | * | *,Antrag der Minderheit Hässig Patrick (Ablehnung des Püostulates) | * | *,* | * | *,*,-1,82,108,2,2,5,0.4270833333333333
29232,13.06.2024,20233027,Vorbereitung und Unterstützung der humanitären Minenräumung in der Ukraine,Antrag der Mehrheit (Annahme der geänderten Motion) | * | *,Antrag des Bundesrates (Annahme der Motion) | * | *,* | * | *,*,1,151,38,1,2,7,0.7947368421052632
29233,13.06.2024,20233027,Vorbereitung und Unterstützung der humanitären Minenräumung in der Ukraine,Antrag der Mehrheit (Annhame in der geänderten Motion) | * | *,Antrag der Minderheit Gartmann (Ablehnung der Motion) | * | *,* | * | *,*,1,131,59,1,2,6,0.6858638743455497
29234,14.06.2024,20232017,Schlachtzahlen-Explosion stoppen,Antrag der Mehrheit (keine Folge geben) | * | *,Antrag der Minderheit Docourt (Rückweisung an die Kommission) | * | *,* | * | *,*,1,122,72,4,1,0,0.6161616161616161
29235,14.06.2024,20242001,Werbeverbot für Tierprodukte als Nahrungsmittel,Antrag der Mehrheit (keine Folge geben) | * | *,Antrag der Minderheit Glättli (Rückweisung an die Kommission) | * | *,* | * | *,*,1,132,62,3,1,1,0.6700507614213198
29236,14.06.2024,20232027,Kein Handel mit klimaschädlicher Kohle in der Schweiz,Antrag der Mehrheit (keine Folge geben) | * | *,Antrag der Minderheit Glättli (Rückweisung an die Kommission) | * | *,* | * | *,*,1,123,75,0,1,0,0.6212121212121212
29237,14.06.2024,20232028,Null Prozent Zinsen auf Covid-Darlehen,Antrag der Mehrheit (keine Folge geben) | * | *,Antrag der Minderheit Ryser (Rückweisung an die Kommission) | * | *,* | * | *,*,1,129,65,4,1,0,0.6515151515151515
29238,14.06.2024,20190456,Leistungen zur Prävention sind im heutigen Umfeld eine wichtige Aufgabe von Wohlfahrtsfonds mit Ermessensleistungen,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Schlussabstimmung | * | *,Schweizerisches Zivilgesetzbuch (Leistungen von patronalen Wohlfahrtsfonds),1,197,0,1,1,0,0.9949494949494949
29239,14.06.2024,20200505,Barrierefreiheit des Live-Streams der Parlamentsdebatten gewährleisten,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Schlussabstimmung | * | *,"Verordnung der Bundesversammlung zum Parlamentsgesetz und über die Parlamentsverwaltung (Parlamentsverwaltungsverordnung, ParlVV)",1,197,1,0,1,0,0.9949494949494949
29240,14.06.2024,20210504,Bei häuslicher Gewalt die Härtefallpraxis nach Artikel 50 AIG garantieren,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Schlussabstimmung | * | *,Bundesgesetz über die Ausländerinnen und Ausländer und über die Integration (Ausländer- und Integrationsgesetz) (Bei häuslicher Gewalt die Härtefallpraxis nach Art. 50 AIG garantieren),1,132,66,0,1,0,0.6666666666666666
29241,14.06.2024,20220071,Strafgesetzbuch und Jugendstrafgesetz. Änderung,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Schlussabstimmung | * | *,Schweizerisches Strafgesetzbuch (Massnahmenpaket Sanktionenvollzug),-1,69,129,0,1,0,0.3484848484848485
