Reference ID,Voting Date,Topic Number,Topic Title,Meaning of Yes,Meaning of No,Voting Subject,Proposal Title,Council Decision,Number of Yes,Number of No,Number of Abstentions,Number of excused,Number of non-participation,Percent_Yes
28896,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Mehrheit der WBK und der FK und Antrag der Minderheit II der FK Fehlmann Rielle | * | *,Antrag der Minderheit III Huber | * | *,Art. 1 | * | *,Bundesbeschluss über die Finanzierung nach dem Hochschulförderungs- und -koordinationsgesetz in den Jahren 2025–2028,1,130,65,0,3,1,0.6666666666666666
28897,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Zustimmung zu Art. 1 nach der Regel über die Ausgabenbremse | * | *,Ablehnung des Art. 1 | * | *,Art. 1 - Ausgabenbremse | * | *,Bundesbeschluss über die Finanzierung nach dem Hochschulförderungs- und -koordinationsgesetz in den Jahren 2025–2028,1,129,64,2,3,2,0.6615384615384615
28898,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Zustimmung zu Art. 2 nach der Regel über die Ausgabenbremse | * | *,Ablehnung des Art. 2 | * | *,Art. 2 - Ausgabenbremse | * | *,Bundesbeschluss über die Finanzierung nach dem Hochschulförderungs- und -koordinationsgesetz in den Jahren 2025–2028,1,131,65,1,3,0,0.6649746192893401
28899,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Zustimmung zu Art. 3 Abs. 1 nach der Regel über die Ausgabenbremse | * | *,Ablehnung des Art. 3 | * | *,Art. 3 Abs. 1 | * | *,Bundesbeschluss über die Finanzierung nach dem Hochschulförderungs- und -koordinationsgesetz in den Jahren 2025–2028,1,132,64,1,3,0,0.6700507614213198
28900,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Zustimmung zu Art. 4 Abs. 1 nach der Regel über die Ausgabenbremse | * | *,Ablehnung des Art. 4 | * | *,Art. 4 Abs. 1 | * | *,Bundesbeschluss über die Finanzierung nach dem Hochschulförderungs- und -koordinationsgesetz in den Jahren 2025–2028,1,130,65,2,3,0,0.6598984771573604
28901,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,Bundesbeschluss über die Finanzierung nach dem Hochschulförderungs- und -koordinationsgesetz in den Jahren 2025–2028,1,131,65,0,3,0,0.6683673469387755
28902,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Minderheit I Prelicz-Huber | * | *,Antrag der Minderheit II Brizzi | * | *,Art. 1 | * | *,Bundesbeschluss über die Kredite für die internationale Zusammenarbeit in der Bildung und für Stipendien an ausländische Studierende und Kunstschaffende in den Jahren 2025–2028,-1,61,127,0,3,8,0.324468085106383
28903,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Mehrheit (gemäss BR) | * | *,Antrag der Minderheit II Brizzi | * | *,Art. 1 | * | *,Bundesbeschluss über die Kredite für die internationale Zusammenarbeit in der Bildung und für Stipendien an ausländische Studierende und Kunstschaffende in den Jahren 2025–2028,1,129,61,0,3,6,0.6789473684210526
28904,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Mehrheit (gemäss BR) | * | *,"Antrag der Minderheit III Rüegsegger
 | * | *",Art. 1 | * | *,Bundesbeschluss über die Kredite für die internationale Zusammenarbeit in der Bildung und für Stipendien an ausländische Studierende und Kunstschaffende in den Jahren 2025–2028,1,127,63,0,3,6,0.6684210526315789
28905,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Zustimmung zum Art. 1 nach der Regel über die Ausgabenbremse | * | *,Ablehnung des Art. 1 | * | *,Art. 1 - Ausgabenbremse | * | *,Bundesbeschluss über die Kredite für die internationale Zusammenarbeit in der Bildung und für Stipendien an ausländische Studierende und Kunstschaffende in den Jahren 2025–2028,1,127,63,1,3,6,0.6649214659685864
28906,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Mehrheit (gemäss BR) | * | *,Antrag der Minderheit II Brizzi | * | *,Art. 2 Abs. 1 | * | *,Bundesbeschluss über die Kredite für die internationale Zusammenarbeit in der Bildung und für Stipendien an ausländische Studierende und Kunstschaffende in den Jahren 2025–2028,1,129,61,0,3,6,0.6789473684210526
28907,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028","Antrag der Mehrheit (gemäss BR)
 | * | *",Antrag der Minderheit I Prelicz-Huber | * | *,Art. 2 Abs. 1 | * | *,Bundesbeschluss über die Kredite für die internationale Zusammenarbeit in der Bildung und für Stipendien an ausländische Studierende und Kunstschaffende in den Jahren 2025–2028,1,130,61,0,3,5,0.680628272251309
28908,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Zustimmung zu Art. 2 Abs. 1 nach der Regel über die Ausgabenbremse | * | *,Ablehnung des Art. 2 Abs. 1 | * | *,Art. 2 Abs. 1 - Ausgabenbremse | * | *,Bundesbeschluss über die Kredite für die internationale Zusammenarbeit in der Bildung und für Stipendien an ausländische Studierende und Kunstschaffende in den Jahren 2025–2028,1,128,63,1,3,5,0.6666666666666666
28909,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Minderheit I Prelicz-Huber | * | *,Antrag der Minderheit II Brizzi | * | *,Art. 3 Abs. 1 | * | *,Bundesbeschluss über die Kredite für die internationale Zusammenarbeit in der Bildung und für Stipendien an ausländische Studierende und Kunstschaffende in den Jahren 2025–2028,-1,61,130,0,3,5,0.3193717277486911
28910,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Minderheit II Brizzi | * | *,Antrag der Minderheit III Sauter | * | *,Art. 3 Abs. 1 | * | *,Bundesbeschluss über die Kredite für die internationale Zusammenarbeit in der Bildung und für Stipendien an ausländische Studierende und Kunstschaffende in den Jahren 2025–2028,-1,61,130,0,3,5,0.3193717277486911
28911,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Mehrheit | * | *,Antrag der Minderheit III Sauter | * | *,Art. 3 Abs. 1 | * | *,Bundesbeschluss über die Kredite für die internationale Zusammenarbeit in der Bildung und für Stipendien an ausländische Studierende und Kunstschaffende in den Jahren 2025–2028,1,104,84,1,3,7,0.5502645502645502
28912,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Zustimmung zu Art. 3 Abs. 1 nach der Regel über die Ausgabenbremse | * | *,Ablehnung des Art. 3 Abs. 1 | * | *,Art. 3 Abs. 1 - Ausgabenbremse | * | *,Bundesbeschluss über die Kredite für die internationale Zusammenarbeit in der Bildung und für Stipendien an ausländische Studierende und Kunstschaffende in den Jahren 2025–2028,1,128,64,1,3,4,0.6632124352331606
28913,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,Bundesbeschluss über die Kredite für die internationale Zusammenarbeit in der Bildung und für Stipendien an ausländische Studierende und Kunstschaffende in den Jahren 2025–2028,1,129,63,0,3,4,0.671875
28914,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Mehrheit | * | *,Antrag der Minderheit Riem (streichen) | * | *,Art. 33 Abs. 1bis (neu) | * | *,Bundesgesetz über die Förderung der Forschung und der Innovation (FIFG),1,101,92,0,3,3,0.5233160621761658
28915,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,Bundesgesetz über die Förderung der Forschung und der Innovation (FIFG),1,101,90,0,3,5,0.5287958115183246
28916,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Minderheit I Prelicz-Huber | * | *,Antrag der Minderheit II der FK Fehlmann Rielle | * | *,Art. 1 | * | *,Bundesbeschluss über die Finanzierung der Institutionen der Forschungsförderung in den Jahren 2025–2028,-1,62,131,0,3,3,0.32124352331606215
28917,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Minderheit II der FK Fehlmann Rielle | * | *,Antrag der Minderheit II Brizzi | * | *,Art. 1 | * | *,Bundesbeschluss über die Finanzierung der Institutionen der Forschungsförderung in den Jahren 2025–2028,-1,63,130,0,3,3,0.32642487046632124
28918,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Mehrheit der WBK und der FK | * | *,Antrag der Minderheit II Brizzi | * | *,Art. 1 | * | *,Bundesbeschluss über die Finanzierung der Institutionen der Forschungsförderung in den Jahren 2025–2028,1,132,62,0,3,2,0.6804123711340206
28919,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Mehrheit der WBK und der FK | * | *,Antrag der Minderheit I der FK Schilliger (gemäss BR) | * | *,Art. 1 | * | *,Bundesbeschluss über die Finanzierung der Institutionen der Forschungsförderung in den Jahren 2025–2028,1,124,70,0,3,2,0.6391752577319587
28920,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Mehrheit der WBK und der FK | * | *,Antrag der Minderheit III Riem | * | *,Art. 1  (gilt auch für den Art. 2 Abs. 2) | * | *,Bundesbeschluss über die Finanzierung der Institutionen der Forschungsförderung in den Jahren 2025–2028,1,130,65,0,3,1,0.6666666666666666
28921,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Zustimung zum Art. 1 nach der Regel über die Ausgabenbremse | * | *,Ablehnung des Art. 1 | * | *,Art. 1 - Ausgabenbremse | * | *,Bundesbeschluss über die Finanzierung der Institutionen der Forschungsförderung in den Jahren 2025–2028,1,130,64,1,3,2,0.6666666666666666
28922,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,Bundesbeschluss über die Finanzierung der Institutionen der Forschungsförderung in den Jahren 2025–2028,1,129,63,0,3,4,0.671875
28923,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Minderheit I Prelicz-Huber | * | *,Antrag der Minderheit II der FK Fehlmann Rielle | * | *,Art. 1 | * | *,Bundesbeschluss über die Finanzierung der Tätigkeiten der Innosuisse in den Jahren 2025–2028,-1,63,132,0,3,1,0.3230769230769231
28924,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Minderheit II der FK Fehlmann Rielle | * | *,Antrag der Minderheit II Brizzi | * | *,Art. 1 | * | *,Bundesbeschluss über die Finanzierung der Tätigkeiten der Innosuisse in den Jahren 2025–2028,-1,62,133,0,3,1,0.31794871794871793
28925,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Mehrheit der WBK und der FK | * | *,Antrag der Minderheit II Brizzi | * | *,Art. 1 | * | *,Bundesbeschluss über die Finanzierung der Tätigkeiten der Innosuisse in den Jahren 2025–2028,1,132,63,0,3,1,0.676923076923077
28926,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Mehrheit der WBK und der FK | * | *,Antrag der Minderheit III Riem | * | *,Art. 1 (gilt auch für den Art. 1 Abs. 2) | * | *,Bundesbeschluss über die Finanzierung der Tätigkeiten der Innosuisse in den Jahren 2025–2028,1,131,64,0,3,1,0.6717948717948717
28927,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Zustimmung zu Art. 1 Abs. 1 nach der Regel über die Ausgabenbremse | * | *,Ablehnung des Art. 1 | * | *,Art. 1 Abs. 1 - Ausgabenbremse | * | *,Bundesbeschluss über die Finanzierung der Tätigkeiten der Innosuisse in den Jahren 2025–2028,1,131,64,1,3,1,0.6683673469387755
28928,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,Bundesbeschluss über die Finanzierung der Tätigkeiten der Innosuisse in den Jahren 2025–2028,1,131,64,0,3,1,0.6717948717948717
28929,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Mehrheit | * | *,Antrag der Minderheit Riem (gemäss BR) | * | *,Art. 1 | * | *,Bundesbeschluss über die Unterstützung des Bundes für den Schweizerischen Innovationspark («Switzerland Innovation») in den Jahren 2025–2028,1,104,91,0,3,1,0.5333333333333333
28930,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Zustimmung zu Art. 2 Abs. 1 nach der Regel über die Ausgabenbremse | * | *,Ablehnung des Art. 2 | * | *,Art. 2 Abs. 1 - Ausgabenbremse | * | *,Bundesbeschluss über die Unterstützung des Bundes für den Schweizerischen Innovationspark («Switzerland Innovation») in den Jahren 2025–2028,1,104,89,1,3,3,0.5360824742268041
28931,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,Bundesbeschluss über die Unterstützung des Bundes für den Schweizerischen Innovationspark («Switzerland Innovation») in den Jahren 2025–2028,1,109,85,0,3,2,0.5618556701030928
28935,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Mehrheit | * | *,Antrag des Bundesrates | * | *,Art. 1 | * | *,Bundesbeschluss über die Finanzierung der Forschungseinrichtungen von nationaler Bedeutung in den Jahren 2025–2028,1,130,64,1,3,1,0.6666666666666666
28936,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028","Antrag der Mehrheit
 | * | *",Antrag der Minderheit Riem | * | *,Art. 1 | * | *,Bundesbeschluss über die Finanzierung der Forschungseinrichtungen von nationaler Bedeutung in den Jahren 2025–2028,1,130,64,0,3,2,0.6701030927835051
28937,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Zustimmung zu Art. 1 nach der Regel über die Ausgabenbremse | * | *,Ablehnung des Art. 1 | * | *,Art. 1 - Ausgabenbremse | * | *,Bundesbeschluss über die Finanzierung der Forschungseinrichtungen von nationaler Bedeutung in den Jahren 2025–2028,1,131,64,1,3,1,0.6683673469387755
28938,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,Bundesbeschluss über die Finanzierung der Forschungseinrichtungen von nationaler Bedeutung in den Jahren 2025–2028,1,131,64,0,3,1,0.6717948717948717
28943,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Zustimmung zu Art. 1 Abs. 1 nach der Regel über die Ausgabenbremse | * | *,Ablehnung des Art. 1 | * | *,Art. 1 Abs. 1 - Ausgabenbremse | * | *,Bundesbeschluss über die Kredite für die internationale Zusammenarbeit in Forschung und Innovation in den Jahren 2025–2028,1,131,64,1,3,1,0.6683673469387755
28944,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Zustimmung zu Art. 2 Abs. 2 nach der Regel über die Ausgabenbremse | * | *,Ablehnung des Art. 2 | * | *,Art. 2 Abs. 2 - Ausgabenbremse | * | *,Bundesbeschluss über die Kredite für die internationale Zusammenarbeit in Forschung und Innovation in den Jahren 2025–2028,1,131,64,1,3,1,0.6683673469387755
28945,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Minderheit I Prelicz-Huber | * | *,Antrag des Bundesrates | * | *,Art. 3 Abs. 1 und 3 | * | *,Bundesbeschluss über die Kredite für die internationale Zusammenarbeit in Forschung und Innovation in den Jahren 2025–2028,-1,62,133,0,3,1,0.31794871794871793
28946,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Mehrheit | * | *,Antrag des Bundesrates | * | *,Art. 3 Abs. 1 und 3 | * | *,Bundesbeschluss über die Kredite für die internationale Zusammenarbeit in Forschung und Innovation in den Jahren 2025–2028,1,133,62,0,3,1,0.6820512820512821
28947,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Mehrheit | * | *,Antrag der Minderheit II Hug | * | *,Art. 3 Abs. 1 und 3 | * | *,Bundesbeschluss über die Kredite für die internationale Zusammenarbeit in Forschung und Innovation in den Jahren 2025–2028,1,131,64,0,3,1,0.6717948717948717
28948,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Zustimmung zu Art. 3 Abs. 1 nach der Regel über die Ausgabenbremse | * | *,Ablehnung des Art. 3 | * | *,Art. 3 Abs. 1 - Ausgabenbremse | * | *,Bundesbeschluss über die Kredite für die internationale Zusammenarbeit in Forschung und Innovation in den Jahren 2025–2028,1,131,62,3,3,1,0.6683673469387755
28949,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,Bundesbeschluss über die Kredite für die internationale Zusammenarbeit in Forschung und Innovation in den Jahren 2025–2028,1,130,55,7,3,4,0.6770833333333334
28950,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Mehrheit (gemäss BR) | * | *,Antrag der Minderheit II Brizzi | * | *,Art. 1 Abs. 1 und 2 | * | *,Bundesbeschluss über die Kredite für die Zusammenarbeit in der Raumfahrt in den Jahren 2025–2028,1,132,62,1,3,1,0.676923076923077
28951,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Antrag der Mehrheit  | * | *,Antrag der Minderheit I Fivaz Fabien | * | *,Art. 1 Abs. 1 und 2 | * | *,Bundesbeschluss über die Kredite für die Zusammenarbeit in der Raumfahrt in den Jahren 2025–2028,1,131,62,1,3,2,0.6752577319587629
28952,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Zustimmung zu Art. 1 Abs. 1 und 2 nach der Regel über die Ausgabenbremse | * | *,Ablehnung des Art. 1 | * | *,Art. 1 Abs. 1 und 2 - Ausgabenbremse | * | *,Bundesbeschluss über die Kredite für die Zusammenarbeit in der Raumfahrt in den Jahren 2025–2028,1,132,63,1,3,1,0.673469387755102
28953,29.05.2024,20240031,"Förderung von Bildung, Forschung und Innovation in den Jahren 2025–2028",Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,Bundesbeschluss über die Kredite für die Zusammenarbeit in der Raumfahrt in den Jahren 2025–2028,1,135,56,3,3,2,0.6958762886597938
28954,29.05.2024,20243194,Sofortige Einstellung der Beiträge an das Hilfswerk der Vereinten Nationen für Palästina-Flüchtlinge im Nahen Osten (UNRWA),Zustimmunmg zum Ordnungsantrag | * | *,Ablehnung des Ordnungsantrages | * | *,Ordnungsantrag Portmann (Rückweisung an die Kommission zwecks Vorberatung) | * | *,*,1,117,76,2,3,1,0.6
28955,29.05.2024,Unknown,Unknown,Zustimmung zum Ordnungsantrag | * | *,Ablehnung des Ordnungsantrages | * | *,Ordnungsantrag Fivaz Fabien (Wiederholen der Gesamtabstimmung zur Vorlage 14 (24.031) | * | *,Unknown,1,190,4,1,3,1,0.9743589743589743
28956,14.06.2024,20220071,Strafgesetzbuch und Jugendstrafgesetz. Änderung,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Schlussabstimmung | * | *,"Bundesgesetz über das Jugendstrafrecht (Jugendstrafgesetz, JStG) (Massnahmenpaket Sanktionenvollzug)",1,135,63,0,1,0,0.6818181818181818
28957,14.06.2024,Unknown,Unknown,Zustimmung zum Ordnungsantrag | * | *,Ablehnung des Ordnungsantrages | * | *,Ordnungsantrag Bendahan (Wiederholen der Schlussabstimmung 22.071 Entwurf 2) | * | *,Unknown,1,192,1,0,1,5,0.9948186528497409
28958,29.05.2024,20240029,Förderung der Forschung und der Innovation (Sachplan und Plangenehmigungsverfahren),Antrag der Mehrheit (Eintreten) | * | *,Antrag der Minderheit Riem (Nichteintreten) | * | *,Eintreten | * | *,Bundesgesetz über die Förderung der Forschung und der Innovation (FIFG) (Sachplan und Plangenehmigungsverfahren),1,122,59,3,3,12,0.6630434782608695
28959,29.05.2024,20240029,Förderung der Forschung und der Innovation (Sachplan und Plangenehmigungsverfahren),Zustimmung zum Antrag Klopfenstein Broggini (Rückweisung an den BR) | * | *,Ablehnung des Antrages (keine Rückweisung) | * | *,Rückweisungsantrag | * | *,Bundesgesetz über die Förderung der Forschung und der Innovation (FIFG) (Sachplan und Plangenehmigungsverfahren),-1,20,165,2,3,9,0.10695187165775401
28960,29.05.2024,20240029,Förderung der Forschung und der Innovation (Sachplan und Plangenehmigungsverfahren),Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,Bundesgesetz über die Förderung der Forschung und der Innovation (FIFG) (Sachplan und Plangenehmigungsverfahren),1,116,59,11,3,10,0.6236559139784946
28961,29.05.2024,20230415,Für eine leichtere Anerkennung stressbedingter Krankheiten als Berufskrankheiten,Antrag der Mehrheit (keine Folge geben) | * | *,Antrag der Minderheit Crottaz (Folge geben) | * | *,* | * | *,*,1,127,65,0,3,4,0.6614583333333334
28963,29.05.2024,20230417,Verfahrensbeschleunigung beim Ausbau der Stromnetze,Antrag der Mehrheit (keine Folge geben) | * | *,Antrag der Minderheit Trede (Folge geben) | * | *,* | * | *,*,1,130,63,0,3,3,0.6735751295336787
28964,29.05.2024,20230422,Mehr Transparenz auch bei Unterschriftensammlungen auf Bundesebene,Antrag der Mehrheit (keine Folge geben) | * | *,Antrag der Minderheit Jost (Folge geben) | * | *,* | * | *,*,1,120,72,1,3,3,0.6217616580310881
28965,29.05.2024,20230424,Volk und Stände entscheiden über dringlich erklärte Bundesgesetze!,Antrag der Kommission (keine Folge geben) | * | *,Antrag des Urhebers (Folge geben) | * | *,* | * | *,*,1,129,63,0,3,4,0.671875
28966,29.05.2024,20230434,Synthetische oder aus Stammzellen hergestellte Lebensmittel. Es braucht strenge Vorgaben,Antrag der Mehrheit (keine Folge geben) | * | *,Antrag der Minderheit Huber Alois (Folge geben) | * | *,* | * | *,*,1,116,68,9,3,3,0.6010362694300518
28968,30.05.2024,20240030,Abkommen zwischen der Schweiz und dem Vereinigten Königreich über die Anerkennung von Berufsqualifikationen sowie zur Kompetenzdelegation an den Bundesrat zum Abschluss völkerrechtlicher Verträge. Genehmigung und Umsetzung,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,Bundesbeschluss über die Genehmigung des Abkommens zwischen der Schweiz und dem Vereinigten Königreich über die Anerkennung von Berufsqualifikationen und über dessen Umsetzung (Anwaltsgesetz),1,185,0,0,3,11,1.0
28969,30.05.2024,20240030,Abkommen zwischen der Schweiz und dem Vereinigten Königreich über die Anerkennung von Berufsqualifikationen sowie zur Kompetenzdelegation an den Bundesrat zum Abschluss völkerrechtlicher Verträge. Genehmigung und Umsetzung,Annahme der Vorlage | * | *,Ablehnung der Vorlage | * | *,Gesamtabstimmung | * | *,Bundesgesetz über den Abschluss internationaler Verträge über die Anerkennung von Berufsqualifikationen,1,185,0,0,3,11,1.0
28970,30.05.2024,20233699,"Verstärkte Unterstützung für Weiterbildungen und berufliche Umschulungen, um die Rückkehr in die Arbeitswelt zu erleichtern",Antrag der Mehrheit und des Bundesrates (Ablehnung der Motion) | * | *,Antrag der Minderheit Brizzi (Annahme der Motion) | * | *,* | * | *,*,1,117,71,3,3,5,0.612565445026178
28972,30.05.2024,20243010,Verstärkte Unterstützung für Aus- und Weiterbildungen bei der Rückkehr in die Arbeitswelt,Antrag der Mehrheit (Annahme des Postulates) | * | *,Antrag der Minderheit Riem und des Bundesrates (Ablehnung des Postulates) | * | *,* | * | *,*,1,101,90,0,3,5,0.5287958115183246
28973,30.05.2024,20233842,"Covid-19-Härtefälle. Ein Liquidationsgewinn darf nicht gleichgesetzt werden mit einem Liquiditätsabfluss, der im System der Härtefallhilfen verboten ist",Antrag der Mehrheit (Annahme der Motion) | * | *,Antrag der Minderheit Burgherr und des Bundesrates (Ablehnung der Motion) | * | *,* | * | *,*,1,150,28,7,3,11,0.8108108108108109
28974,30.05.2024,20230048,"Bundesgesetz über die Krankenversicherung. Änderung (Datenaustausch, Risikoausgleich)",Antrag der Mehrheit (gemäss SR) | * | *,Antrag der Minderheit Bircher (festhalten) | * | *,Art. 65 Abs. 6 | * | *,"Bundesgesetz über die Krankenversicherung (KVG) (Datenaustausch, Risikoausgleich)",1,126,64,0,3,6,0.6631578947368421
28975,30.05.2024,20243397,Den Verwurf aufgrund von ungeeigneten Packungsgrössen oder Dosisstärken bei den Medikamentenpreisen berücksichtigen,Antrag der Mehrheit und des Bundesrates (Annahme der Motion) | * | *,Antrag der Minderheit Aellen (Ablehnung der Motion) | * | *,Punkt 2 | * | *,*,1,134,55,3,3,4,0.6979166666666666
28976,30.05.2024,20190508,"Änderung der gesetzlichen Grundlagen, sodass Swissmedic Dosierungen und Packungen von Arzneimitteln auch dann auf die Spezialitätenliste setzen kann, wenn das Gesuch nicht vom Hersteller stammt.",Antrag der Mehrheit (Abschreibung der Pa. Iv. ) | * | *,Antrag der Minderheit Wyss (keine Abschreibung) | * | *,* | * | *,*,1,131,62,0,3,3,0.6787564766839378
28977,30.05.2024,20243397,Den Verwurf aufgrund von ungeeigneten Packungsgrössen oder Dosisstärken bei den Medikamentenpreisen berücksichtigen,Antrag der Mehrheit und des Bundesrates (Annahme der Motion) | * | *,Antrag der Minderheit Aellen (Ablehnung der Motion) | * | *,Punkt 1  | * | *,*,1,185,0,7,3,4,0.9635416666666666
28978,30.05.2024,20243397,Den Verwurf aufgrund von ungeeigneten Packungsgrössen oder Dosisstärken bei den Medikamentenpreisen berücksichtigen,Antrag der Mehrheit und des Bundesrates (Annahme der Motion) | * | *,Antrag der Minderheit Aellen (Ablehnung der Motion) | * | *,Punkt 3 | * | *,*,1,186,3,2,3,5,0.9738219895287958
28982,30.05.2024,20223815,Rechtsgrundlagen mit der Behindertenrechtskonvention harmonisieren,Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,1,97,87,0,5,10,0.5271739130434783
28983,30.05.2024,20223930,Die gesamten Kapitalmarkterträge der Krankenversicherer für die Prämiensenkung verwenden,Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,1,125,57,5,5,7,0.6684491978609626
28984,30.05.2024,20223941,Rekordhohe Übersterblichkeit aufklären. Einsetzung einer ausserparlamentarischen Untersuchungskommission,Annahme der Motion | * | *,Ablehnung der Motion | * | *,* | * | *,*,-1,61,125,1,5,7,0.32620320855614976
28985,30.05.2024,20224086,Studie über die Kosten von geschlechtsspezifischer Gewalt,Annahme des Postulates | * | *,Ablehnung des Postulats | * | *,* | * | *,*,-1,87,100,0,5,7,0.46524064171123
